StockCode,frequency,monetary,first_date,last_date
22181,60,477.96,01-06-2011 17:33,31-10-2011 14:41
22182,126,1415.63,01-02-2011 10:56,31-10-2011 15:01
22183,131,1907.06,01-02-2011 10:56,31-03-2011 16:43
22184,38,454.86,01-12-2010 17:06,28-01-2011 12:17
22185,166,2291.44,01-06-2011 15:34,31-10-2011 14:41
22186,154,1865.33,01-12-2010 11:57,31-10-2011 15:48
22187,197,3230.98,01-12-2010 13:20,31-10-2011 15:24
22188,191,12483.22,01-02-2011 13:26,31-10-2011 13:13
22189,536,23431.87,01-02-2011 09:38,31-10-2011 14:41
22190,117,1057.71,01-12-2010 14:32,31-10-2011 14:41
22191,441,9317.45,01-02-2011 09:38,31-10-2011 14:41
22192,373,8020.99,01-02-2011 09:38,31-10-2011 14:41
22193,472,11689.62,01-02-2011 09:38,31-10-2011 13:51
22194,48,608.69,01-03-2011 12:07,31-05-2011 13:17
22195,382,3723.96,01-02-2011 12:22,31-10-2011 15:01
22196,489,2735.13,01-02-2011 10:56,31-10-2011 15:24
22197,1476,50987.47,01-02-2011 11:31,31-10-2011 15:36
22198,103,1801.56,01-05-2011 11:58,26-01-2011 12:36
22199,170,1893.84,01-02-2011 11:51,31-10-2011 12:21
22200,142,1794.48,01-07-2011 11:23,31-10-2011 13:48
22201,90,708.3,01-03-2011 09:35,31-05-2011 15:22
22202,42,315.6,01-02-2011 15:12,31-01-2011 13:27
22203,148,1475.63,01-02-2011 14:24,31-10-2011 12:21
22204,82,650.79,01-03-2011 09:35,31-10-2011 14:22
22206,5,4.17,07-06-2011 17:13,30-08-2011 12:40
22207,213,5555.59,01-04-2011 10:43,31-10-2011 14:41
22208,293,1564.86,01-02-2011 08:31,31-10-2011 16:24
22209,179,958.41,01-09-2011 11:15,31-08-2011 14:35
22210,195,959.7,01-09-2011 11:15,31-10-2011 16:24
22211,203,1054.44,01-02-2011 08:31,31-10-2011 16:24
22212,418,3663.14,01-02-2011 12:22,31-10-2011 13:05
22214,56,416.6,02-09-2011 16:39,31-05-2011 15:53
22215,103,2454.39,02-06-2011 17:26,31-10-2011 14:41
22216,68,512.93,03-06-2011 17:09,31-01-2011 12:14
22217,85,782.51,01-06-2011 14:57,31-10-2011 13:22
22218,2,4.25,09-12-2010 15:58,15-12-2010 16:50
22219,561,4015.88,01-02-2011 10:47,31-10-2011 14:41
22220,96,1657.7,01-02-2011 13:15,31-10-2011 14:41
22221,53,1084.64,01-03-2011 09:35,31-10-2011 15:01
22222,222,3880.2,01-02-2011 12:03,31-10-2011 11:59
22223,79,1821.61,01-02-2011 12:03,31-01-2011 12:14
22224,168,2755.21,01-03-2011 16:22,31-08-2011 17:16
22227,303,1706.77,01-02-2011 15:12,31-10-2011 13:05
22228,149,776.93,01-02-2011 15:12,31-03-2011 16:43
22229,104,430.76,01-03-2011 10:19,31-03-2011 16:43
22230,108,467.39,01-02-2011 12:29,30-10-2011 13:19
22231,158,934.71,01-03-2011 13:19,31-08-2011 11:40
22232,88,549.74,01-11-2011 12:48,30-08-2011 10:39
22233,113,574.14,01-02-2011 14:01,31-08-2011 11:40
22236,99,3115.65,01-06-2011 15:12,31-03-2011 11:52
22241,247,2637.12,01-03-2011 11:48,31-07-2011 15:24
22242,40,938.28,01-02-2011 11:31,26-01-2011 12:27
22243,137,4735.14,01-02-2011 11:31,31-01-2011 14:18
22244,171,3248.91,01-06-2011 17:33,31-08-2011 09:11
22245,104,1066.6,01-03-2011 16:34,30-03-2011 16:34
22246,91,939.37,01-12-2010 17:06,31-10-2011 14:41
22247,118,593.14,01-03-2011 13:19,31-01-2011 14:18
22248,114,508.94,01-02-2011 10:56,31-03-2011 12:08
22249,157,823.06,01-04-2011 14:45,31-03-2011 12:08
22250,150,729.25,01-03-2011 13:19,31-03-2011 16:28
22251,143,871.99,01-03-2011 13:19,31-10-2011 14:41
22252,72,762.82,02-11-2011 12:45,31-10-2011 12:25
22254,61,836.8,01-02-2011 10:38,31-05-2011 15:53
22255,77,602.63,01-02-2011 10:38,31-05-2011 15:53
22256,56,394.15,01-03-2011 09:33,30-03-2011 15:51
22257,44,280.42,03-02-2011 11:39,30-10-2011 11:09
22258,79,735.14,01-04-2011 10:27,31-01-2011 12:14
22259,45,332.84,03-02-2011 11:39,26-04-2011 13:05
22260,108,574.04,01-02-2011 11:07,31-10-2011 14:41
22261,117,546.41,01-02-2011 11:07,31-10-2011 14:41
22262,146,949.61,01-02-2011 13:25,31-10-2011 14:41
22263,55,164.48,02-06-2011 17:26,31-10-2011 14:41
22264,100,738.68,01-02-2011 15:12,31-03-2011 12:19
22265,71,366.15,01-12-2010 14:32,30-01-2011 15:54
22266,100,596.5,01-02-2011 14:01,31-03-2011 18:49
22267,85,673.17,01-03-2011 10:19,31-08-2011 14:35
22268,168,795.78,01-02-2011 14:01,31-08-2011 11:40
22269,127,622.74,01-03-2011 16:34,31-03-2011 16:43
22270,59,920.06,01-03-2011 09:33,31-03-2011 12:08
22271,311,4998.5,01-03-2011 11:02,31-10-2011 14:09
22272,53,561.97,01-04-2011 10:21,27-02-2011 12:41
22273,344,8503.69,01-03-2011 12:46,31-10-2011 14:41
22274,276,3953.48,01-03-2011 12:46,31-07-2011 13:13
22275,1,527.85,02-12-2010 16:51,02-12-2010 16:51
22276,88,821.01,01-02-2011 13:25,31-07-2011 14:39
22277,100,897.74,01-03-2011 10:19,31-07-2011 15:00
22278,186,2679.6,01-02-2011 13:25,31-10-2011 15:24
22279,134,1005.9,01-03-2011 09:33,31-10-2011 14:41
22280,97,510.84,01-11-2011 12:48,31-10-2011 14:41
22281,64,935.39,01-02-2011 10:37,31-03-2011 11:08
22282,100,2365.77,01-02-2011 14:24,31-10-2011 14:41
22283,158,2710.53,01-03-2011 12:46,31-03-2011 16:28
22284,138,1620.17,01-02-2011 11:30,31-10-2011 14:41
22285,124,1494.9,01-02-2011 11:30,30-11-2011 13:13
22286,119,1065.39,01-03-2011 10:19,31-08-2011 14:35
22287,83,715.48,01-04-2011 08:56,30-06-2011 16:28
22288,63,618.2,01-04-2011 14:45,31-01-2011 14:18
22289,37,198.52,03-03-2011 12:27,31-03-2011 16:28
22291,128,1911.82,01-02-2011 13:45,31-01-2011 14:18
22292,119,1608.86,01-03-2011 14:58,31-01-2011 14:18
22293,129,1341.67,01-03-2011 17:32,31-01-2011 14:18
22294,317,6858.83,01-02-2011 09:38,31-10-2011 14:41
22295,261,4623.87,01-02-2011 11:20,31-10-2011 11:33
22296,333,5272.47,01-02-2011 12:27,31-08-2011 10:06
22297,389,5468.66,01-02-2011 12:54,31-10-2011 14:41
22299,83,1321.97,01-12-2010 14:32,31-07-2011 15:25
22300,205,3411.76,01-03-2011 12:07,31-08-2011 17:12
22301,270,4972.43,01-02-2011 10:56,31-10-2011 13:48
22302,217,5106.24,01-06-2011 17:28,31-08-2011 15:32
22303,273,6182.4,01-04-2011 13:20,31-10-2011 16:02
22304,62,1368.18,01-04-2011 14:45,31-08-2011 09:11
22305,52,1602.03,01-04-2011 14:45,31-07-2011 15:00
22306,119,1399.87,02-10-2011 11:04,31-10-2011 14:29
22307,80,923.74,01-12-2011 09:34,31-10-2011 14:29
22308,105,877.38,01-03-2011 14:14,31-10-2011 14:41
22309,123,1093.6,01-03-2011 14:14,31-10-2011 14:41
22310,111,1296.23,01-03-2011 16:22,31-10-2011 14:41
22311,151,3397.86,01-06-2011 17:18,31-10-2011 16:24
22312,139,1885.59,01-03-2011 13:45,31-10-2011 16:24
22313,68,927.33,01-02-2011 13:25,31-07-2011 11:26
22314,137,1756.17,01-12-2010 14:32,31-10-2011 12:01
22315,175,1221.43,01-02-2011 14:01,31-07-2011 15:24
22316,57,742.37,01-06-2011 13:07,31-10-2011 14:41
22317,90,882.62,01-03-2011 09:33,31-10-2011 14:09
22318,145,1520.97,01-03-2011 09:33,31-07-2011 13:07
22319,64,583.96,02-06-2011 11:42,31-03-2011 11:25
22320,77,1093.72,01-02-2011 10:00,31-05-2011 13:32
22321,134,880.48,01-03-2011 09:33,31-10-2011 14:41
22322,140,737.61,02-06-2011 17:26,31-05-2011 15:53
22323,2,1.95,12-01-2011 13:19,12-01-2011 15:35
22324,75,688.3,01-06-2011 17:28,31-07-2011 12:16
22325,100,1086.95,01-02-2011 13:25,31-08-2011 09:11
22326,764,24317.67,01-02-2011 13:10,31-10-2011 14:41
22327,306,4292.45,01-02-2011 11:58,31-10-2011 14:41
22328,611,17438.87,01-02-2011 13:10,31-10-2011 15:24
22329,243,2635.49,01-03-2011 09:35,31-10-2011 14:41
22331,185,2971.84,01-11-2011 12:12,31-07-2011 15:25
22332,154,1640.05,01-02-2011 11:51,31-03-2011 15:02
22333,334,6911.94,01-02-2011 13:20,31-10-2011 12:21
22334,102,1160.71,01-02-2011 15:12,31-01-2011 16:02
22335,235,1672.79,01-04-2011 14:24,31-10-2011 14:41
22336,86,739.46,01-12-2010 14:32,31-01-2011 14:18
22337,78,574.54,02-10-2011 15:18,31-10-2011 14:41
22338,189,1222.4,01-12-2010 10:29,31-10-2011 14:41
22339,91,666.38,02-10-2011 12:30,31-10-2011 14:41
22340,131,774.88,01-11-2011 08:16,31-10-2011 14:41
22341,78,827.63,01-05-2011 11:55,31-10-2011 11:59
22342,130,1071.38,01-05-2011 14:17,31-01-2011 09:09
22343,96,858.6,01-02-2011 12:03,31-07-2011 12:16
22344,77,460.38,01-05-2011 12:35,31-07-2011 12:16
22345,75,384.32,01-05-2011 12:35,31-07-2011 12:16
22346,61,381.66,01-05-2011 12:35,31-07-2011 12:16
22348,364,3574.79,01-02-2011 13:15,31-10-2011 14:41
22349,135,5340.27,01-06-2011 12:05,31-10-2011 14:41
22350,125,3819.57,01-03-2011 13:45,31-10-2011 14:41
22351,3,23.09,18-02-2011 14:18,29-06-2011 15:58
22352,498,7832.92,01-02-2011 14:58,31-10-2011 14:41
22353,28,155.55,01-04-2011 11:47,28-03-2011 15:27
22354,84,2857.59,01-02-2011 10:14,31-10-2011 14:41
22355,912,29164.36,01-02-2011 11:31,31-10-2011 14:41
22356,777,11218.76,01-02-2011 12:29,31-10-2011 14:41
22357,192,2098.54,01-04-2011 14:44,31-10-2011 14:41
22358,262,2533.52,01-02-2011 10:38,31-08-2011 09:23
22359,88,599.87,01-08-2011 17:37,31-03-2011 18:05
22360,241,2925.57,01-02-2011 15:38,31-10-2011 14:09
22361,279,2563.23,01-04-2011 14:58,30-11-2011 15:13
22362,144,1232.09,01-08-2011 17:37,31-10-2011 14:41
22363,91,1048.25,01-02-2011 11:51,31-10-2011 14:41
22364,186,1827.72,01-02-2011 11:51,31-10-2011 14:41
22365,184,5746.38,01-02-2011 10:47,31-07-2011 16:04
22366,226,5840.83,01-02-2011 10:47,31-10-2011 15:24
22367,573,7450.08,01-02-2011 16:03,31-10-2011 14:41
22371,413,5035.79,01-02-2011 08:31,31-10-2011 15:48
22372,152,1285.24,01-04-2011 14:58,31-10-2011 14:41
22374,232,2423.27,01-02-2011 08:31,31-10-2011 14:21
22375,173,1639.29,01-04-2011 14:58,31-10-2011 12:25
22376,126,1141.7,01-03-2011 14:11,30-10-2011 11:08
22377,209,2153.08,01-02-2011 11:51,31-10-2011 14:41
22378,296,3646.97,01-02-2011 11:51,31-10-2011 14:41
22379,760,15514.34,01-02-2011 10:56,31-10-2011 15:48
22380,297,2746.16,01-02-2011 12:29,31-10-2011 14:41
22381,482,7381.49,01-02-2011 12:29,31-10-2011 15:48
22382,1192,17850.01,01-02-2011 08:31,31-10-2011 14:41
22383,1348,22318.64,01-02-2011 10:38,31-10-2011 14:41
22384,1137,17198.99,01-02-2011 11:31,31-10-2011 15:24
22385,702,16866.72,01-02-2011 10:38,31-10-2011 15:24
22386,1251,41619.66,01-02-2011 15:12,31-10-2011 15:24
22389,46,431.55,01-05-2011 13:45,30-11-2011 09:53
22390,37,445.44,01-05-2011 13:45,29-11-2011 16:47
22391,29,245.58,04-01-2011 13:22,31-10-2011 14:41
22393,74,731.78,01-04-2011 08:22,31-10-2011 14:41
22394,24,215.38,01-12-2010 14:32,30-11-2011 09:53
22395,33,220.04,01-03-2011 09:35,30-11-2011 09:53
22396,135,619.43,01-04-2011 14:58,31-10-2011 14:41
22398,258,1484.51,01-02-2011 10:37,31-07-2011 15:25
22399,101,1317.08,01-04-2011 14:58,31-10-2011 14:41
22400,160,731.43,01-04-2011 14:58,31-08-2011 09:10
22402,158,1020.58,01-02-2011 10:37,31-07-2011 15:00
22403,128,674.67,01-11-2011 10:49,31-10-2011 14:41
22405,73,416.8,01-08-2011 13:44,31-10-2011 14:41
22406,85,402.21,01-11-2011 14:54,31-10-2011 14:09
22407,25,100.53,01-11-2011 12:00,31-07-2011 10:38
22408,30,163.69,02-12-2010 16:38,31-01-2011 09:09
22409,59,298.47,01-09-2011 16:46,31-07-2011 11:38
22410,58,247.42,01-09-2011 11:15,30-11-2011 14:00
22411,1202,28012.48,01-02-2011 10:47,31-10-2011 15:24
22412,153,1933.95,01-03-2011 13:51,31-10-2011 13:22
22413,422,11051.69,01-02-2011 08:31,31-10-2011 14:41
22414,100,2022.19,01-03-2011 12:24,31-01-2011 09:57
22415,14,151.05,05-12-2010 11:45,26-01-2011 11:27
22416,77,1202.12,01-03-2011 14:14,30-03-2011 09:12
22417,535,4541.24,01-02-2011 08:31,31-10-2011 14:22
22418,327,5439.25,01-06-2011 10:15,31-10-2011 14:41
22419,282,1674.36,01-03-2011 13:45,31-10-2011 14:41
22420,129,611.72,01-12-2010 17:06,31-10-2011 14:09
22421,217,1346.68,01-06-2011 17:42,31-10-2011 14:41
22422,209,776.75,01-06-2011 17:30,31-10-2011 14:41
22423,2203,164762.19,01-02-2011 09:01,31-10-2011 16:02
22424,473,12041.23,01-02-2011 12:25,31-10-2011 14:41
22425,170,2316.42,01-02-2011 13:15,31-05-2011 15:53
22426,217,2813.96,01-02-2011 12:25,31-10-2011 10:17
22427,529,12427.16,01-02-2011 10:38,31-07-2011 15:25
22428,118,1833.91,01-03-2011 17:32,29-11-2011 15:09
22429,403,5409.43,01-02-2011 13:15,31-10-2011 14:41
22430,212,3167.09,01-06-2011 11:52,31-08-2011 12:05
22431,343,3987.01,01-02-2011 08:31,31-08-2011 09:11
22432,287,3323.32,01-03-2011 12:26,31-03-2011 16:43
22433,232,2661.65,01-02-2011 08:31,31-05-2011 15:53
22434,130,1545.06,01-12-2011 14:50,31-07-2011 15:00
22435,276,3441.75,01-02-2011 10:47,31-07-2011 13:36
22436,170,1399.16,01-05-2011 11:10,31-07-2011 13:07
22437,231,2410.44,01-03-2011 10:31,31-05-2011 15:49
22438,104,1058.69,01-06-2011 17:18,31-07-2011 13:07
22439,207,1252.92,01-04-2011 14:05,31-10-2011 14:41
22440,163,2380.92,01-04-2011 12:19,31-05-2011 15:53
22441,228,2295.01,01-03-2011 10:19,31-10-2011 14:41
22442,85,1153.85,02-03-2011 16:53,31-05-2011 14:19
22443,94,1383.79,01-04-2011 13:47,31-07-2011 13:13
22444,66,1067.87,01-02-2011 11:21,31-01-2011 09:09
22445,138,1624.76,01-02-2011 11:51,31-10-2011 11:37
22446,136,1135.18,01-12-2010 17:06,31-10-2011 14:41
22447,45,410.81,01-12-2010 17:06,30-10-2011 11:09
22448,45,656.43,01-12-2010 17:06,31-03-2011 16:43
22449,147,1567.2,01-02-2011 14:12,31-08-2011 15:32
22450,61,657.76,01-02-2011 14:12,28-11-2011 15:34
22451,58,779.15,01-02-2011 14:12,29-03-2011 11:15
22452,149,1828.16,01-03-2011 17:28,31-10-2011 14:41
22453,83,1188.74,01-04-2011 10:58,31-10-2011 14:41
22454,45,804.22,01-03-2011 17:28,27-10-2011 08:35
22456,511,9227.67,01-02-2011 11:20,31-10-2011 15:24
22457,1280,27995.36,01-02-2011 10:56,31-10-2011 15:36
22458,24,1421.83,01-12-2010 17:06,27-01-2011 10:02
22459,28,1018.19,01-12-2010 17:06,28-03-2011 12:46
22460,219,3266,01-03-2011 13:51,31-10-2011 14:41
22461,67,1280.13,01-04-2011 10:34,29-07-2011 14:40
22464,371,5332.52,01-02-2011 15:12,31-10-2011 14:41
22465,209,3110.94,01-09-2011 14:26,31-10-2011 14:41
22466,215,5571.89,01-02-2011 13:09,31-10-2011 14:41
22467,731,18552.97,01-02-2011 10:38,31-10-2011 14:41
22468,155,3613.72,01-02-2011 11:20,31-10-2011 15:24
22469,1239,31899.85,01-02-2011 08:23,31-10-2011 16:24
22470,963,29949.91,01-02-2011 10:47,31-10-2011 14:41
22471,107,1505.02,01-12-2010 14:32,31-10-2011 11:40
22472,112,1527.01,01-05-2011 11:10,31-10-2011 14:41
22473,114,1623.04,01-12-2010 11:21,30-11-2011 11:08
22474,135,1500.27,01-05-2011 11:10,31-10-2011 14:41
22475,143,1605.67,01-02-2011 10:59,31-10-2011 11:59
22476,128,2804.56,01-02-2011 10:59,31-05-2011 14:34
22477,129,1979.15,01-05-2011 15:33,31-10-2011 14:41
22478,141,2218.12,01-04-2011 13:20,31-10-2011 14:41
22479,98,1658.57,01-03-2011 10:19,31-10-2011 14:41
22480,75,757.21,01-03-2011 15:16,31-03-2011 13:47
22481,132,748.08,01-02-2011 12:03,31-10-2011 14:41
22482,54,565.86,01-02-2011 13:47,30-03-2011 17:24
22483,174,2311.79,01-02-2011 13:15,31-10-2011 14:41
22485,212,7113.85,01-05-2011 14:58,31-07-2011 15:00
22486,28,369.95,02-09-2011 09:26,30-11-2011 15:13
22487,447,7686.43,01-02-2011 08:31,31-07-2011 15:00
22488,427,5517.58,01-03-2011 16:22,31-10-2011 15:24
22489,450,4072.13,01-02-2011 10:56,31-10-2011 14:41
22491,223,3183.63,01-02-2011 11:08,31-10-2011 15:24
22492,390,16810.42,01-04-2011 10:27,31-10-2011 12:25
22493,228,3593.49,01-02-2011 11:08,31-08-2011 17:02
22494,253,1523.52,01-02-2011 15:12,31-10-2011 14:41
22495,100,734.07,01-03-2011 15:16,31-10-2011 14:41
22496,81,526.26,01-03-2011 15:16,31-01-2011 15:52
22497,102,1145.15,01-02-2011 08:31,31-01-2011 12:14
22498,151,2121.99,01-03-2011 09:33,31-03-2011 15:54
22499,412,12768.45,01-03-2011 12:51,31-10-2011 14:09
22500,101,980.7,01-04-2011 12:29,31-03-2011 16:28
22501,474,18448.96,01-04-2011 10:21,31-07-2011 14:39
22502,484,51041.37,01-02-2011 13:15,31-08-2011 10:55
22503,37,1548.27,01-12-2010 17:06,30-06-2011 15:56
22504,72,4542.07,01-03-2011 17:28,30-06-2011 15:56
22505,322,7079.47,01-02-2011 10:49,31-10-2011 15:36
22507,464,14159.4,01-02-2011 14:01,31-10-2011 15:48
22508,304,6462.13,01-02-2011 08:31,31-10-2011 15:30
22509,90,1893.24,02-03-2011 11:48,30-11-2011 14:00
22510,43,406.49,01-02-2011 11:20,28-10-2011 16:13
22511,55,491.45,01-02-2011 11:20,27-01-2011 11:05
22512,39,273.46,01-12-2011 13:08,31-07-2011 11:38
22513,68,543.65,01-02-2011 15:12,31-10-2011 14:09
22514,105,706.55,01-06-2011 17:30,31-07-2011 15:31
22515,88,604.75,01-11-2011 12:48,30-11-2011 15:13
22516,66,496.99,02-12-2011 16:39,31-03-2011 17:28
22517,73,462.33,01-12-2010 14:32,31-07-2011 15:31
22518,85,783.54,01-04-2011 11:54,31-03-2011 17:28
22519,91,906.75,01-03-2011 14:14,31-03-2011 17:28
22520,120,622.1,01-02-2011 12:54,31-01-2011 13:17
22521,113,533.16,01-02-2011 11:21,31-01-2011 13:17
22522,135,764.09,01-02-2011 12:54,31-10-2011 17:04
22523,139,741.46,01-02-2011 11:21,31-01-2011 13:17
22524,88,883.2,01-02-2011 11:21,29-03-2011 13:58
22525,77,648.97,01-02-2011 11:21,31-03-2011 17:28
22526,85,1643.76,01-05-2011 11:10,31-08-2011 09:23
22528,2,3.36,07-12-2010 15:31,27-07-2011 13:57
22529,71,349.87,01-12-2010 11:57,29-11-2011 15:06
22530,239,1507.64,01-07-2011 12:45,31-05-2011 15:26
22531,203,1413.25,01-06-2011 17:30,31-07-2011 15:25
22532,75,366.75,01-07-2011 12:45,30-11-2011 17:37
22533,92,636.41,01-07-2011 12:45,31-05-2011 15:26
22534,267,1870.28,01-06-2011 17:30,31-05-2011 15:26
22535,138,650.85,01-06-2011 17:33,30-11-2011 17:37
22536,162,1757.39,01-09-2011 11:15,31-05-2011 15:26
22537,175,824.68,01-02-2011 15:12,31-05-2011 11:39
22538,41,164.84,03-10-2011 16:04,29-11-2011 15:06
22539,141,1130.58,01-06-2011 15:47,31-10-2011 14:41
22540,93,960.44,01-08-2011 14:29,31-10-2011 14:09
22541,36,202.37,01-12-2011 16:22,30-11-2011 15:13
22543,57,531.64,01-08-2011 10:08,29-09-2011 18:51
22544,180,1698.12,01-06-2011 17:30,31-10-2011 14:41
22545,77,435.67,01-09-2011 11:15,29-09-2011 18:51
22546,88,799.98,01-09-2011 11:15,31-10-2011 14:41
22547,103,337.39,01-06-2011 15:47,31-10-2011 14:09
22548,216,2351.44,01-04-2011 11:34,31-10-2011 14:41
22549,363,4799.83,01-03-2011 10:31,31-10-2011 14:41
22550,222,4164.89,01-07-2011 14:53,31-10-2011 16:24
22551,697,13567.46,01-02-2011 11:08,31-10-2011 14:41
22553,593,7038.07,01-02-2011 10:47,31-10-2011 14:41
22554,729,13296.92,01-03-2011 12:26,31-10-2011 14:41
22555,534,9828.63,01-02-2011 10:56,31-10-2011 14:41
22556,591,9961.21,01-03-2011 08:30,31-10-2011 14:41
22557,589,7732.54,01-02-2011 11:08,31-10-2011 14:41
22558,792,13279.46,01-02-2011 10:56,31-10-2011 14:41
22559,83,626.53,01-02-2011 15:12,31-01-2011 09:57
22560,391,9601.26,01-02-2011 14:01,31-10-2011 16:24
22561,449,9344.82,01-02-2011 14:01,31-10-2011 16:24
22562,217,1773.37,01-02-2011 11:07,31-10-2011 14:41
22563,292,3356.93,01-02-2011 11:07,31-10-2011 14:09
22564,193,2599.35,01-02-2011 11:08,31-08-2011 13:31
22565,150,873.52,01-03-2011 08:35,31-10-2011 14:09
22566,156,794.88,01-11-2011 12:48,30-11-2011 16:09
22567,238,3249.6,01-02-2011 11:20,31-10-2011 14:41
22568,490,11411.32,01-03-2011 08:35,31-10-2011 14:41
22569,359,9474.95,01-03-2011 12:46,31-08-2011 15:13
22570,403,10395.12,01-03-2011 10:19,31-08-2011 15:13
22571,266,2111.26,01-08-2011 16:07,31-10-2011 14:41
22572,187,1255.72,01-08-2011 16:07,31-10-2011 14:41
22573,223,2427.25,01-12-2010 12:23,31-10-2011 14:41
22574,226,2063.9,01-11-2011 09:14,31-10-2011 14:41
22575,95,1210.37,01-12-2010 12:43,31-10-2011 14:41
22576,180,1410.21,01-11-2011 14:54,31-10-2011 14:41
22577,558,3992.89,01-04-2011 11:34,31-10-2011 14:41
22578,536,3765.19,01-11-2011 08:16,31-10-2011 14:41
22579,355,1907.29,01-11-2011 08:16,31-10-2011 14:41
22580,253,6545.14,01-02-2011 11:43,31-10-2011 14:41
22581,185,1137.28,01-12-2010 15:35,31-10-2011 14:41
22582,105,2618.75,01-09-2011 17:45,31-10-2011 14:41
22583,115,1567.85,01-06-2011 08:38,31-10-2011 14:41
22584,201,5916.36,01-02-2011 15:12,31-10-2011 14:41
22585,420,7505.39,01-02-2011 15:12,31-10-2011 14:41
22586,165,733.75,01-03-2011 14:26,31-08-2011 14:52
22587,166,833.07,01-03-2011 08:35,31-10-2011 14:41
22588,182,1737.44,01-11-2011 14:54,31-10-2011 14:41
22589,81,1212.82,01-12-2010 14:32,31-10-2011 14:41
22591,93,1353.36,01-11-2011 15:06,31-10-2011 14:09
22592,137,3013.62,01-12-2010 14:41,31-10-2011 14:41
22593,203,1983.66,01-09-2011 16:45,31-10-2011 14:41
22594,198,1904.92,01-11-2011 14:41,31-10-2011 14:41
22595,478,5627.58,01-02-2011 15:12,31-10-2011 14:41
22596,274,4112.2,01-11-2011 12:48,31-10-2011 14:41
22597,193,1218.88,01-11-2011 12:34,31-10-2011 14:41
22598,99,442.26,01-12-2011 14:38,31-10-2011 14:41
22599,125,947.36,01-11-2011 12:34,31-10-2011 14:41
22600,200,1521.13,01-11-2011 13:59,31-10-2011 14:41
22601,208,2218.98,01-08-2011 11:12,31-10-2011 14:41
22602,283,1991.57,01-04-2011 12:24,31-10-2011 14:41
22603,179,1226.03,01-12-2010 12:23,31-10-2011 14:41
22604,131,3044.76,01-08-2011 12:12,31-05-2011 15:49
22605,307,11179.21,01-02-2011 10:56,31-10-2011 14:41
22606,157,4552.11,01-03-2011 10:19,31-08-2011 17:04
22607,366,12534.47,01-03-2011 10:19,31-10-2011 14:09
22608,146,1120.15,01-07-2011 11:43,31-08-2011 15:32
22609,159,1374.94,01-07-2011 11:29,31-07-2011 11:45
22610,218,2578.24,01-06-2011 15:28,31-10-2011 10:19
22611,47,1077.03,01-03-2011 10:19,28-08-2011 13:32
22613,148,1214.11,01-04-2011 11:34,31-10-2011 11:59
22614,228,1010.47,01-04-2011 10:11,31-10-2011 14:41
22615,104,656.05,01-04-2011 11:48,31-10-2011 14:41
22616,531,7972.76,01-02-2011 10:15,31-10-2011 14:41
22617,484,10602.9,01-02-2011 10:59,31-10-2011 14:41
22618,32,497.35,01-12-2010 12:15,28-06-2011 16:34
22619,455,9906.29,01-03-2011 12:51,31-10-2011 14:41
22620,498,6776.56,01-02-2011 15:12,31-10-2011 14:41
22621,625,9992.2,01-02-2011 14:12,31-10-2011 14:41
22622,272,13779.96,01-02-2011 15:11,31-10-2011 13:48
22623,243,5163.01,01-03-2011 09:33,31-07-2011 12:52
22624,741,16360.01,01-02-2011 08:31,31-10-2011 16:24
22625,578,13943.65,01-02-2011 08:31,31-10-2011 16:24
22626,210,4350.86,01-03-2011 12:09,31-08-2011 17:12
22627,382,7430.18,01-02-2011 13:26,31-10-2011 16:24
22628,203,4521.91,01-03-2011 09:35,31-10-2011 14:41
22629,924,25647.77,01-02-2011 11:31,31-10-2011 15:24
22630,881,21156.49,01-02-2011 12:22,31-10-2011 15:48
22631,411,7143.02,01-02-2011 15:12,31-10-2011 14:41
22632,415,8936.28,01-09-2011 11:30,31-10-2011 14:36
22633,516,10002.72,01-09-2011 19:11,31-10-2011 13:51
22634,250,6809.3,01-02-2011 09:38,31-10-2011 12:02
22635,204,5695.23,01-11-2011 15:49,31-10-2011 12:02
22636,213,4769.86,01-03-2011 12:26,31-10-2011 14:41
22637,358,6985.18,01-02-2011 13:25,31-10-2011 14:09
22638,53,479.33,01-12-2010 15:35,30-10-2011 15:55
22639,152,1937.71,01-02-2011 12:54,31-10-2011 14:41
22640,58,449.39,01-12-2010 15:35,27-03-2011 14:34
22641,37,303.73,01-12-2010 15:35,30-10-2011 13:37
22642,53,596.36,01-12-2010 12:43,30-10-2011 14:33
22643,50,445.17,01-12-2010 12:43,27-11-2011 13:00
22644,283,2986.97,01-02-2011 10:15,31-10-2011 15:24
22645,363,4697.28,01-06-2011 12:11,31-10-2011 14:41
22646,406,5653.87,01-06-2011 12:11,31-10-2011 14:41
22647,47,448.78,01-02-2011 15:12,31-01-2011 15:09
22649,230,3952.53,01-02-2011 14:01,31-03-2011 19:12
22650,148,1329.4,01-04-2011 12:09,31-10-2011 14:41
22651,170,1837.47,01-03-2011 11:02,31-10-2011 14:41
22652,479,8595.57,01-03-2011 10:19,31-10-2011 15:24
22653,256,3321.95,01-09-2011 09:19,31-10-2011 14:41
22654,345,9705.6,01-02-2011 12:08,31-10-2011 14:41
22655,47,6394.5,01-11-2011 15:06,28-04-2011 09:20
22656,27,2885,03-03-2011 14:43,28-04-2011 12:22
22659,750,20272.7,01-02-2011 14:12,31-10-2011 14:41
22660,102,2678.96,01-03-2011 10:25,31-10-2011 14:41
